id_fiche;horodatage;date_expiration;tranche;num_ardoisine;local;operateur;appareil;condition_acces;gamma;neutron;zop_statut;zop_valeur;alpha;beta;atmo;points_chauds_json;observation
150;13:51:23 30/06/2026;30/08/2026;d;ARD-2;h;; (Val: 30/08/2026);;0;0;Non;0;0;0;0;"[]";
